# "agency"="noaa"
# "unit"="meters"
# "datum"="NAVD"
# "station_id"="9414290"
# "item"="elev"
# "timezone"="LST"
# "source"="http://tidesandcurrents.noaa.gov/"
Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2019-10-20 20:36,0.251,0.034,0,0,0,0,v
2019-10-20 20:42,0.225,0.032,0,0,0,0,v
2019-10-20 20:48,0.204,0.032,0,0,0,0,v
2019-10-20 20:54,0.181,0.030,0,0,0,0,v
2019-10-20 21:00,0.162,0.034,0,0,0,0,v
2019-10-20 21:06,0.137,0.034,0,0,0,0,v
2019-10-20 21:12,0.106,0.037,0,0,0,0,v
2019-10-20 21:18,0.080,0.034,0,0,0,0,v
2019-10-20 21:24,0.064,0.026,0,0,0,0,v
2019-10-20 21:30,0.053,0.030,0,0,0,0,v
2019-10-20 21:36,0.047,0.026,0,0,0,0,v
2019-10-20 21:42,0.039,0.028,0,0,0,0,v
2019-10-20 21:48,0.039,0.027,0,0,0,0,v
2019-10-20 21:54,0.026,0.028,0,0,0,0,v
2019-10-20 22:00,0.014,0.024,0,0,0,0,v
2019-10-20 22:06,0.005,0.020,0,0,0,0,v
2019-10-20 22:12,-0.008,0.026,0,0,0,0,v
2019-10-20 22:18,-0.018,0.023,0,0,0,0,v
2019-10-20 22:24,-0.018,0.022,0,0,0,0,v
2019-10-20 22:30,-0.009,0.025,0,0,0,0,v
2019-10-20 22:36,-0.004,0.021,0,0,0,0,v
2019-10-20 22:42,-0.004,0.024,0,0,0,0,v
2019-10-20 22:48,0.000,0.028,0,0,0,0,v
2019-10-20 22:54,0.012,0.023,0,0,0,0,v
2019-10-20 23:00,0.019,0.023,0,0,0,0,v
2019-10-20 23:06,0.011,0.022,0,0,0,0,v
2019-10-20 23:12,0.023,0.021,0,0,0,0,v
2019-10-20 23:18,0.029,0.025,0,0,0,0,v
2019-10-20 23:24,0.033,0.026,0,0,0,0,v
2019-10-20 23:30,0.037,0.020,0,0,0,0,v
2019-10-20 23:36,0.059,0.022,0,0,0,0,v
2019-10-20 23:42,0.089,0.024,0,0,0,0,v
2019-10-20 23:48,0.111,0.021,0,0,0,0,v
2019-10-20 23:54,0.124,0.023,0,0,0,0,v
2019-10-21 00:00,0.144,0.018,0,0,0,0,v
2019-10-21 00:06,0.150,0.020,0,0,0,0,v
2019-10-21 00:12,0.149,0.022,0,0,0,0,v
2019-10-21 00:18,0.156,0.021,0,0,0,0,v
2019-10-21 00:24,0.186,0.023,0,0,0,0,v
2019-10-21 00:30,0.210,0.023,0,0,0,0,v
2019-10-21 00:36,0.222,0.023,0,0,0,0,v
2019-10-21 00:42,0.239,0.021,0,0,0,0,v
2019-10-21 00:48,0.269,0.023,0,0,0,0,v
2019-10-21 00:54,0.289,0.022,0,0,0,0,v
2019-10-21 01:00,0.313,0.022,0,0,0,0,v
2019-10-21 01:06,0.341,0.024,0,0,0,0,v
2019-10-21 01:12,0.359,0.025,0,0,0,0,v
2019-10-21 01:18,0.387,0.021,0,0,0,0,v
2019-10-21 01:24,0.404,0.023,0,0,0,0,v
2019-10-21 01:30,0.425,0.024,0,0,0,0,v
2019-10-21 01:36,0.456,0.026,0,0,0,0,v
2019-10-21 01:42,0.487,0.024,0,0,0,0,v
2019-10-21 01:48,0.519,0.029,0,0,0,0,v
2019-10-21 01:54,0.549,0.027,0,0,0,0,v
2019-10-21 02:00,0.570,0.027,0,0,0,0,v
2019-10-21 02:06,0.597,0.025,0,0,0,0,v
2019-10-21 02:12,0.627,0.028,0,0,0,0,v
2019-10-21 02:18,0.654,0.023,0,0,0,0,v
2019-10-21 02:24,0.678,0.021,0,0,0,0,v
2019-10-21 02:30,0.706,0.029,0,0,0,0,v
2019-10-21 02:36,0.731,0.026,0,0,0,0,v
2019-10-21 02:42,0.756,0.027,0,0,0,0,v
2019-10-21 02:48,0.789,0.026,0,0,0,0,v
2019-10-21 02:54,0.821,0.024,0,0,0,0,v
2019-10-21 03:00,0.843,0.025,0,0,0,0,v
2019-10-21 03:06,0.858,0.024,0,0,0,0,v
2019-10-21 03:12,0.880,0.032,0,0,0,0,v
2019-10-21 03:18,0.912,0.034,0,0,0,0,v
2019-10-21 03:24,0.942,0.029,0,0,0,0,v
2019-10-21 03:30,0.966,0.031,0,0,0,0,v
2019-10-21 03:36,0.998,0.040,0,0,0,0,v
2019-10-21 03:42,1.025,0.030,0,0,0,0,v
2019-10-21 03:48,1.040,0.032,0,0,0,0,v
2019-10-21 03:54,1.059,0.031,0,0,0,0,v
2019-10-21 04:00,1.082,0.030,0,0,0,0,v
2019-10-21 04:06,1.098,0.025,0,0,0,0,v
2019-10-21 04:12,1.118,0.027,0,0,0,0,v
2019-10-21 04:18,1.141,0.031,0,0,0,0,v
2019-10-21 04:24,1.165,0.039,0,0,0,0,v
2019-10-21 04:30,1.190,0.030,0,0,0,0,v
2019-10-21 04:36,1.204,0.024,0,0,0,0,v
2019-10-21 04:42,1.223,0.033,0,0,0,0,v
2019-10-21 04:48,1.237,0.026,0,0,0,0,v
2019-10-21 04:54,1.247,0.034,0,0,0,0,v
2019-10-21 05:00,1.269,0.034,0,0,0,0,v
2019-10-21 05:06,1.277,0.037,0,0,0,0,v
2019-10-21 05:12,1.297,0.032,0,0,0,0,v
2019-10-21 05:18,1.313,0.030,0,0,0,0,v
2019-10-21 05:24,1.314,0.030,0,0,0,0,v
2019-10-21 05:30,1.320,0.026,0,0,0,0,v
2019-10-21 05:36,1.335,0.029,0,0,0,0,v
2019-10-21 05:42,1.343,0.032,0,0,0,0,v
2019-10-21 05:48,1.352,0.026,0,0,0,0,v
2019-10-21 05:54,1.361,0.032,0,0,0,0,v
2019-10-21 06:00,1.356,0.026,0,0,0,0,v
2019-10-21 06:06,1.355,0.026,0,0,0,0,v
2019-10-21 06:12,1.344,0.032,0,0,0,0,v
2019-10-21 06:18,1.350,0.032,0,0,0,0,v
2019-10-21 06:24,1.342,0.028,0,0,0,0,v
2019-10-21 06:30,1.348,0.030,0,0,0,0,v
2019-10-21 06:36,1.351,0.032,0,0,0,0,v
2019-10-21 06:42,1.351,0.038,0,0,0,0,v
2019-10-21 06:48,1.352,0.030,0,0,0,0,v
2019-10-21 06:54,1.351,0.027,0,0,0,0,v
2019-10-21 07:00,1.354,0.024,0,0,0,0,v
2019-10-21 07:06,1.344,0.025,0,0,0,0,v
2019-10-21 07:12,1.328,0.039,0,0,0,0,v
2019-10-21 07:18,1.320,0.028,0,0,0,0,v
2019-10-21 07:24,1.312,0.028,0,0,0,0,v
2019-10-21 07:30,1.301,0.029,0,0,0,0,v
2019-10-21 07:36,1.293,0.031,0,0,0,0,v
2019-10-21 07:42,1.289,0.030,0,0,0,0,v
2019-10-21 07:48,1.285,0.029,0,0,0,0,v
2019-10-21 07:54,1.277,0.031,0,0,0,0,v
2019-10-21 08:00,1.270,0.025,0,0,0,0,v
2019-10-21 08:06,1.263,0.025,0,0,0,0,v
2019-10-21 08:12,1.248,0.027,0,0,0,0,v
2019-10-21 08:18,1.238,0.027,0,0,0,0,v
2019-10-21 08:24,1.221,0.027,0,0,0,0,v
2019-10-21 08:30,1.204,0.040,0,0,0,0,v
2019-10-21 08:36,1.196,0.038,0,0,0,0,v
2019-10-21 08:42,1.181,0.032,0,0,0,0,v
2019-10-21 08:48,1.171,0.029,0,0,0,0,v
2019-10-21 08:54,1.157,0.027,0,0,0,0,v
2019-10-21 09:00,1.141,0.021,0,0,0,0,v
2019-10-21 09:06,1.121,0.031,0,0,0,0,v
2019-10-21 09:12,1.111,0.024,0,0,0,0,v
2019-10-21 09:18,1.103,0.028,0,0,0,0,v
2019-10-21 09:24,1.093,0.031,0,0,0,0,v
2019-10-21 09:30,1.084,0.025,0,0,0,0,v
2019-10-21 09:36,1.082,0.024,0,0,0,0,v
2019-10-21 09:42,1.083,0.024,0,0,0,0,v
2019-10-21 09:48,1.073,0.024,0,0,0,0,v
2019-10-21 09:54,1.053,0.024,0,0,0,0,v
2019-10-21 10:00,1.036,0.028,0,0,0,0,v
2019-10-21 10:06,1.022,0.022,0,0,0,0,v
2019-10-21 10:12,1.018,0.024,0,0,0,0,v
2019-10-21 10:18,1.015,0.027,0,0,0,0,v
2019-10-21 10:24,1.013,0.022,0,0,0,0,v
2019-10-21 10:30,1.011,0.023,0,0,0,0,v
2019-10-21 10:36,1.009,0.028,0,0,0,0,v
2019-10-21 10:42,1.011,0.026,0,0,0,0,v
2019-10-21 10:48,1.007,0.027,0,0,0,0,v
2019-10-21 10:54,1.015,0.025,0,0,0,0,v
2019-10-21 11:00,1.020,0.030,0,0,0,0,v
2019-10-21 11:06,1.017,0.032,0,0,0,0,v
2019-10-21 11:12,1.002,0.031,0,0,0,0,v
2019-10-21 11:18,0.995,0.022,0,0,0,0,v
2019-10-21 11:24,0.992,0.029,0,0,0,0,v
2019-10-21 11:30,0.992,0.030,0,0,0,0,v
2019-10-21 11:36,1.005,0.026,0,0,0,0,v
2019-10-21 11:42,1.020,0.041,0,0,0,0,v
2019-10-21 11:48,1.019,0.040,0,0,0,0,v
2019-10-21 11:54,1.018,0.031,0,0,0,0,v
2019-10-21 12:00,1.025,0.027,0,0,0,0,v
2019-10-21 12:06,1.038,0.028,0,0,0,0,v
2019-10-21 12:12,1.035,0.031,0,0,0,0,v
2019-10-21 12:18,1.042,0.028,0,0,0,0,v
2019-10-21 12:24,1.045,0.029,0,0,0,0,v
2019-10-21 12:30,1.051,0.030,0,0,0,0,v
2019-10-21 12:36,1.065,0.032,0,0,0,0,v
2019-10-21 12:42,1.083,0.026,0,0,0,0,v
2019-10-21 12:48,1.110,0.033,0,0,0,0,v
2019-10-21 12:54,1.131,0.030,0,0,0,0,v
2019-10-21 13:00,1.145,0.030,0,0,0,0,v
2019-10-21 13:06,1.155,0.032,0,0,0,0,v
2019-10-21 13:12,1.163,0.028,0,0,0,0,v
2019-10-21 13:18,1.172,0.026,0,0,0,0,v
2019-10-21 13:24,1.182,0.028,0,0,0,0,v
2019-10-21 13:30,1.195,0.026,0,0,0,0,v
2019-10-21 13:36,1.213,0.029,0,0,0,0,v
2019-10-21 13:42,1.227,0.030,0,0,0,0,v
2019-10-21 13:48,1.240,0.028,0,0,0,0,v
2019-10-21 13:54,1.261,0.029,0,0,0,0,v
2019-10-21 14:00,1.280,0.028,0,0,0,0,v
2019-10-21 14:06,1.300,0.028,0,0,0,0,v
2019-10-21 14:12,1.312,0.025,0,0,0,0,v
2019-10-21 14:18,1.323,0.026,0,0,0,0,v
2019-10-21 14:24,1.336,0.024,0,0,0,0,v
2019-10-21 14:30,1.348,0.030,0,0,0,0,v
2019-10-21 14:36,1.352,0.026,0,0,0,0,v
2019-10-21 14:42,1.366,0.020,0,0,0,0,v
2019-10-21 14:48,1.382,0.022,0,0,0,0,v
2019-10-21 14:54,1.394,0.027,0,0,0,0,v
2019-10-21 15:00,1.419,0.027,0,0,0,0,v
2019-10-21 15:06,1.434,0.025,0,0,0,0,v
2019-10-21 15:12,1.443,0.027,0,0,0,0,v
2019-10-21 15:18,1.447,0.031,0,0,0,0,v
2019-10-21 15:24,1.455,0.028,0,0,0,0,v
2019-10-21 15:30,1.466,0.031,0,0,0,0,v
2019-10-21 15:36,1.478,0.029,0,0,0,0,v
2019-10-21 15:42,1.486,0.023,0,0,0,0,v
2019-10-21 15:48,1.498,0.022,0,0,0,0,v
2019-10-21 15:54,1.506,0.027,0,0,0,0,v
2019-10-21 16:00,1.522,0.026,0,0,0,0,v
2019-10-21 16:06,1.542,0.022,0,0,0,0,v
2019-10-21 16:12,1.539,0.023,0,0,0,0,v
2019-10-21 16:18,1.539,0.029,0,0,0,0,v
2019-10-21 16:24,1.531,0.025,0,0,0,0,v
2019-10-21 16:30,1.521,0.027,0,0,0,0,v
2019-10-21 16:36,1.528,0.021,0,0,0,0,v
2019-10-21 16:42,1.537,0.023,0,0,0,0,v
2019-10-21 16:48,1.534,0.024,0,0,0,0,v
2019-10-21 16:54,1.538,0.020,0,0,0,0,v
2019-10-21 17:00,1.532,0.026,0,0,0,0,v
2019-10-21 17:06,1.525,0.024,0,0,0,0,v
2019-10-21 17:12,1.519,0.023,0,0,0,0,v
2019-10-21 17:18,1.520,0.020,0,0,0,0,v
2019-10-21 17:24,1.512,0.023,0,0,0,0,v
2019-10-21 17:30,1.489,0.026,0,0,0,0,v
2019-10-21 17:36,1.472,0.021,0,0,0,0,v
2019-10-21 17:42,1.453,0.025,0,0,0,0,v
2019-10-21 17:48,1.436,0.020,0,0,0,0,v
2019-10-21 17:54,1.423,0.026,0,0,0,0,v
2019-10-21 18:00,1.417,0.028,0,0,0,0,v
2019-10-21 18:06,1.394,0.032,0,0,0,0,v
2019-10-21 18:12,1.379,0.021,0,0,0,0,v
2019-10-21 18:18,1.361,0.025,0,0,0,0,v
2019-10-21 18:24,1.337,0.032,0,0,0,0,v
2019-10-21 18:30,1.302,0.030,0,0,0,0,v
2019-10-21 18:36,1.271,0.038,0,0,0,0,v
2019-10-21 18:42,1.238,0.028,0,0,0,0,v
2019-10-21 18:48,1.196,0.033,0,0,0,0,v
2019-10-21 18:54,1.166,0.028,0,0,0,0,v
2019-10-21 19:00,1.150,0.030,0,0,0,0,v
2019-10-21 19:06,1.123,0.030,0,0,0,0,v
2019-10-21 19:12,1.093,0.028,0,0,0,0,v
2019-10-21 19:18,1.065,0.029,0,0,0,0,v
2019-10-21 19:24,1.030,0.025,0,0,0,0,v
2019-10-21 19:30,0.987,0.030,0,0,0,0,v
2019-10-21 19:36,0.947,0.027,0,0,0,0,v
2019-10-21 19:42,0.902,0.022,0,0,0,0,v
2019-10-21 19:48,0.862,0.033,0,0,0,0,v
2019-10-21 19:54,0.819,0.028,0,0,0,0,v
2019-10-21 20:00,0.791,0.031,0,0,0,0,v
2019-10-21 20:06,0.757,0.030,0,0,0,0,v
2019-10-21 20:12,0.717,0.027,0,0,0,0,v
2019-10-21 20:18,0.686,0.026,0,0,0,0,v
2019-10-21 20:24,0.652,0.027,0,0,0,0,v
2019-10-21 20:30,0.616,0.023,0,0,0,0,v
2019-10-21 20:36,0.581,0.024,0,0,0,0,v
2019-10-21 20:42,0.544,0.022,0,0,0,0,v
2019-10-21 20:48,0.508,0.020,0,0,0,0,v
2019-10-21 20:54,0.466,0.025,0,0,0,0,v
2019-10-21 21:00,0.439,0.022,0,0,0,0,v
2019-10-21 21:06,0.404,0.023,0,0,0,0,v
2019-10-21 21:12,0.377,0.027,0,0,0,0,v
2019-10-21 21:18,0.345,0.023,0,0,0,0,v
2019-10-21 21:24,0.324,0.026,0,0,0,0,v
2019-10-21 21:30,0.297,0.026,0,0,0,0,v
2019-10-21 21:36,0.271,0.024,0,0,0,0,v
2019-10-21 21:42,0.247,0.028,0,0,0,0,v
2019-10-21 21:48,0.220,0.027,0,0,0,0,v
2019-10-21 21:54,0.190,0.031,0,0,0,0,v
2019-10-21 22:00,0.169,0.024,0,0,0,0,v
2019-10-21 22:06,0.150,0.022,0,0,0,0,v
2019-10-21 22:12,0.127,0.024,0,0,0,0,v
2019-10-21 22:18,0.105,0.026,0,0,0,0,v
2019-10-21 22:24,0.081,0.025,0,0,0,0,v
2019-10-21 22:30,0.066,0.026,0,0,0,0,v
2019-10-21 22:36,0.052,0.025,0,0,0,0,v
2019-10-21 22:42,0.033,0.022,0,0,0,0,v
2019-10-21 22:48,0.010,0.024,0,0,0,0,v
2019-10-21 22:54,-0.011,0.025,0,0,0,0,v
2019-10-21 23:00,-0.035,0.022,0,0,0,0,v
2019-10-21 23:06,-0.050,0.020,0,0,0,0,v
2019-10-21 23:12,-0.055,0.026,0,0,0,0,v
2019-10-21 23:18,-0.049,0.021,0,0,0,0,v
2019-10-21 23:24,-0.043,0.018,0,0,0,0,v
2019-10-21 23:30,-0.044,0.016,0,0,0,0,v
2019-10-21 23:36,-0.036,0.025,0,0,0,0,v
2019-10-21 23:42,-0.030,0.018,0,0,0,0,v
2019-10-21 23:48,-0.034,0.023,0,0,0,0,v
2019-10-21 23:54,-0.032,0.021,0,0,0,0,v
2019-10-22 00:00,-0.029,0.021,0,0,0,0,v
2019-10-22 00:06,-0.034,0.016,0,0,0,0,v
2019-10-22 00:12,-0.025,0.023,0,0,0,0,v
2019-10-22 00:18,-0.011,0.022,0,0,0,0,v
2019-10-22 00:24,-0.003,0.020,0,0,0,0,v
2019-10-22 00:30,0.015,0.022,0,0,0,0,v
2019-10-22 00:36,0.040,0.020,0,0,0,0,v
2019-10-22 00:42,0.057,0.018,0,0,0,0,v
2019-10-22 00:48,0.061,0.019,0,0,0,0,v
2019-10-22 00:54,0.079,0.020,0,0,0,0,v
2019-10-22 01:00,0.083,0.021,0,0,0,0,v
2019-10-22 01:06,0.093,0.015,0,0,0,0,v
2019-10-22 01:12,0.109,0.018,0,0,0,0,v
2019-10-22 01:18,0.134,0.021,0,0,0,0,v
2019-10-22 01:24,0.151,0.018,0,0,0,0,v
2019-10-22 01:30,0.173,0.021,0,0,0,0,v
2019-10-22 01:36,0.204,0.019,0,0,0,0,v
2019-10-22 01:42,0.226,0.022,0,0,0,0,v
2019-10-22 01:48,0.248,0.021,0,0,0,0,v
2019-10-22 01:54,0.267,0.022,0,0,0,0,v
2019-10-22 02:00,0.296,0.016,0,0,0,0,v
2019-10-22 02:06,0.309,0.017,0,0,0,0,v
2019-10-22 02:12,0.334,0.022,0,0,0,0,v
2019-10-22 02:18,0.362,0.022,0,0,0,0,v
2019-10-22 02:24,0.394,0.023,0,0,0,0,v
2019-10-22 02:30,0.427,0.022,0,0,0,0,v
2019-10-22 02:36,0.461,0.024,0,0,0,0,v
2019-10-22 02:42,0.490,0.024,0,0,0,0,v
2019-10-22 02:48,0.531,0.022,0,0,0,0,v
2019-10-22 02:54,0.545,0.022,0,0,0,0,v
2019-10-22 03:00,0.570,0.023,0,0,0,0,v
2019-10-22 03:06,0.591,0.019,0,0,0,0,v
2019-10-22 03:12,0.617,0.024,0,0,0,0,v
2019-10-22 03:18,0.641,0.023,0,0,0,0,v
2019-10-22 03:24,0.672,0.022,0,0,0,0,v
2019-10-22 03:30,0.711,0.025,0,0,0,0,v
2019-10-22 03:36,0.749,0.020,0,0,0,0,v
2019-10-22 03:42,0.772,0.021,0,0,0,0,v
2019-10-22 03:48,0.809,0.029,0,0,0,0,v
2019-10-22 03:54,0.843,0.024,0,0,0,0,v
2019-10-22 04:00,0.867,0.023,0,0,0,0,v
2019-10-22 04:06,0.894,0.024,0,0,0,0,v
2019-10-22 04:12,0.917,0.025,0,0,0,0,v
2019-10-22 04:18,0.930,0.028,0,0,0,0,v
2019-10-22 04:24,0.960,0.026,0,0,0,0,v
2019-10-22 04:30,0.997,0.027,0,0,0,0,v
2019-10-22 04:36,1.035,0.029,0,0,0,0,v
2019-10-22 04:42,1.068,0.030,0,0,0,0,v
2019-10-22 04:48,1.093,0.024,0,0,0,0,v
2019-10-22 04:54,1.113,0.026,0,0,0,0,v
2019-10-22 05:00,1.132,0.029,0,0,0,0,v
2019-10-22 05:06,1.153,0.023,0,0,0,0,v
2019-10-22 05:12,1.164,0.026,0,0,0,0,v
2019-10-22 05:18,1.186,0.024,0,0,0,0,v
2019-10-22 05:24,1.215,0.031,0,0,0,0,v
2019-10-22 05:30,1.228,0.028,0,0,0,0,v
2019-10-22 05:36,1.252,0.021,0,0,0,0,v
2019-10-22 05:42,1.279,0.028,0,0,0,0,v
2019-10-22 05:48,1.293,0.025,0,0,0,0,v
2019-10-22 05:54,1.315,0.027,0,0,0,0,v
2019-10-22 06:00,1.333,0.023,0,0,0,0,v
2019-10-22 06:06,1.341,0.024,0,0,0,0,v
2019-10-22 06:12,1.347,0.023,0,0,0,0,v
2019-10-22 06:18,1.361,0.027,0,0,0,0,v
2019-10-22 06:24,1.374,0.022,0,0,0,0,v
2019-10-22 06:30,1.388,0.031,0,0,0,0,v
2019-10-22 06:36,1.402,0.022,0,0,0,0,v
2019-10-22 06:42,1.416,0.020,0,0,0,0,v
2019-10-22 06:48,1.415,0.028,0,0,0,0,v
2019-10-22 06:54,1.432,0.022,0,0,0,0,v
2019-10-22 07:00,1.432,0.022,0,0,0,0,v
2019-10-22 07:06,1.433,0.021,0,0,0,0,v
2019-10-22 07:12,1.424,0.023,0,0,0,0,v
2019-10-22 07:18,1.430,0.024,0,0,0,0,v
2019-10-22 07:24,1.437,0.022,0,0,0,0,v
2019-10-22 07:30,1.429,0.025,0,0,0,0,v
2019-10-22 07:36,1.428,0.025,0,0,0,0,v
2019-10-22 07:42,1.435,0.028,0,0,0,0,v
2019-10-22 07:48,1.424,0.026,0,0,0,0,v
2019-10-22 07:54,1.424,0.030,0,0,0,0,v
2019-10-22 08:00,1.412,0.026,0,0,0,0,v
2019-10-22 08:06,1.394,0.030,0,0,0,0,v
2019-10-22 08:12,1.377,0.030,0,0,0,0,v
2019-10-22 08:18,1.373,0.030,0,0,0,0,v
2019-10-22 08:24,1.373,0.023,0,0,0,0,v
2019-10-22 08:30,1.366,0.024,0,0,0,0,v
2019-10-22 08:36,1.360,0.027,0,0,0,0,v
2019-10-22 08:42,1.342,0.024,0,0,0,0,v
2019-10-22 08:48,1.322,0.023,0,0,0,0,v
2019-10-22 08:54,1.310,0.025,0,0,0,0,v
2019-10-22 09:00,1.292,0.023,0,0,0,0,v
2019-10-22 09:06,1.279,0.022,0,0,0,0,v
2019-10-22 09:12,1.269,0.027,0,0,0,0,v
2019-10-22 09:18,1.254,0.022,0,0,0,0,v
2019-10-22 09:24,1.237,0.029,0,0,0,0,v
2019-10-22 09:30,1.212,0.027,0,0,0,0,v
2019-10-22 09:36,1.197,0.027,0,0,0,0,v
2019-10-22 09:42,1.183,0.024,0,0,0,0,v
2019-10-22 09:48,1.165,0.023,0,0,0,0,v
2019-10-22 09:54,1.152,0.025,0,0,0,0,v
2019-10-22 10:00,1.139,0.029,0,0,0,0,v
2019-10-22 10:06,1.121,0.029,0,0,0,0,v
2019-10-22 10:12,1.105,0.027,0,0,0,0,v
2019-10-22 10:18,1.086,0.025,0,0,0,0,v
2019-10-22 10:24,1.065,0.024,0,0,0,0,v
2019-10-22 10:30,1.040,0.026,0,0,0,0,v
2019-10-22 10:36,1.031,0.028,0,0,0,0,v
2019-10-22 10:42,1.023,0.031,0,0,0,0,v
2019-10-22 10:48,0.999,0.027,0,0,0,0,v
2019-10-22 10:54,0.976,0.029,0,0,0,0,v
2019-10-22 11:00,0.954,0.028,0,0,0,0,v
2019-10-22 11:06,0.944,0.022,0,0,0,0,v
2019-10-22 11:12,0.941,0.024,0,0,0,0,v
2019-10-22 11:18,0.930,0.025,0,0,0,0,v
2019-10-22 11:24,0.918,0.026,0,0,0,0,v
2019-10-22 11:30,0.913,0.028,0,0,0,0,v
2019-10-22 11:36,0.897,0.028,0,0,0,0,v
2019-10-22 11:42,0.895,0.028,0,0,0,0,v
2019-10-22 11:48,0.880,0.029,0,0,0,0,v
2019-10-22 11:54,0.876,0.031,0,0,0,0,v
2019-10-22 12:00,0.867,0.029,0,0,0,0,v
2019-10-22 12:06,0.865,0.026,0,0,0,0,v
2019-10-22 12:12,0.863,0.025,0,0,0,0,v
2019-10-22 12:18,0.862,0.028,0,0,0,0,v
2019-10-22 12:24,0.861,0.029,0,0,0,0,v
2019-10-22 12:30,0.858,0.031,0,0,0,0,v
2019-10-22 12:36,0.869,0.030,0,0,0,0,v
2019-10-22 12:42,0.872,0.025,0,0,0,0,v
2019-10-22 12:48,0.878,0.030,0,0,0,0,v
2019-10-22 12:54,0.878,0.026,0,0,0,0,v
2019-10-22 13:00,0.882,0.028,0,0,0,0,v
2019-10-22 13:06,0.896,0.034,0,0,0,0,v
2019-10-22 13:12,0.913,0.027,0,0,0,0,v
2019-10-22 13:18,0.934,0.032,0,0,0,0,v
2019-10-22 13:24,0.946,0.027,0,0,0,0,v
2019-10-22 13:30,0.949,0.031,0,0,0,0,v
2019-10-22 13:36,0.958,0.027,0,0,0,0,v
2019-10-22 13:42,0.965,0.028,0,0,0,0,v
2019-10-22 13:48,0.964,0.028,0,0,0,0,v
2019-10-22 13:54,0.976,0.032,0,0,0,0,v
2019-10-22 14:00,0.996,0.029,0,0,0,0,v
2019-10-22 14:06,1.008,0.029,0,0,0,0,v
2019-10-22 14:12,1.034,0.028,0,0,0,0,v
2019-10-22 14:18,1.056,0.025,0,0,0,0,v
2019-10-22 14:24,1.068,0.025,0,0,0,0,v
2019-10-22 14:30,1.083,0.030,0,0,0,0,v
2019-10-22 14:36,1.103,0.029,0,0,0,0,v
2019-10-22 14:42,1.116,0.024,0,0,0,0,v
2019-10-22 14:48,1.125,0.027,0,0,0,0,v
2019-10-22 14:54,1.144,0.024,0,0,0,0,v
2019-10-22 15:00,1.162,0.027,0,0,0,0,v
2019-10-22 15:06,1.183,0.030,0,0,0,0,v
2019-10-22 15:12,1.216,0.024,0,0,0,0,v
2019-10-22 15:18,1.232,0.022,0,0,0,0,v
2019-10-22 15:24,1.250,0.022,0,0,0,0,v
2019-10-22 15:30,1.278,0.023,0,0,0,0,v
2019-10-22 15:36,1.295,0.024,0,0,0,0,v
2019-10-22 15:42,1.310,0.023,0,0,0,0,v
2019-10-22 15:48,1.318,0.022,0,0,0,0,v
2019-10-22 15:54,1.331,0.020,0,0,0,0,v
2019-10-22 16:00,1.340,0.019,0,0,0,0,v
2019-10-22 16:06,1.354,0.024,0,0,0,0,v
2019-10-22 16:12,1.378,0.023,0,0,0,0,v
2019-10-22 16:18,1.396,0.022,0,0,0,0,v
2019-10-22 16:24,1.417,0.026,0,0,0,0,v
2019-10-22 16:30,1.445,0.024,0,0,0,0,v
2019-10-22 16:36,1.457,0.021,0,0,0,0,v
2019-10-22 16:42,1.466,0.024,0,0,0,0,v
2019-10-22 16:48,1.473,0.023,0,0,0,0,v
2019-10-22 16:54,1.483,0.018,0,0,0,0,v
2019-10-22 17:00,1.496,0.019,0,0,0,0,v
2019-10-22 17:06,1.509,0.021,0,0,0,0,v
2019-10-22 17:12,1.525,0.020,0,0,0,0,v
2019-10-22 17:18,1.542,0.021,0,0,0,0,v
2019-10-22 17:24,1.554,0.018,0,0,0,0,v
2019-10-22 17:30,1.561,0.022,0,0,0,0,v
2019-10-22 17:36,1.560,0.024,0,0,0,0,v
2019-10-22 17:42,1.565,0.022,0,0,0,0,v
2019-10-22 17:48,1.572,0.020,0,0,0,0,v
2019-10-22 17:54,1.573,0.025,0,0,0,0,v
2019-10-22 18:00,1.581,0.023,0,0,0,0,v
2019-10-22 18:06,1.574,0.022,0,0,0,0,v
2019-10-22 18:12,1.571,0.023,0,0,0,0,v
2019-10-22 18:18,1.567,0.026,0,0,0,0,v
2019-10-22 18:24,1.567,0.021,0,0,0,0,v
2019-10-22 18:30,1.564,0.019,0,0,0,0,v
2019-10-22 18:36,1.551,0.018,0,0,0,0,v
2019-10-22 18:42,1.538,0.023,0,0,0,0,v
2019-10-22 18:48,1.528,0.022,0,0,0,0,v
2019-10-22 18:54,1.507,0.024,0,0,0,0,v
2019-10-22 19:00,1.495,0.020,0,0,0,0,v
2019-10-22 19:06,1.480,0.023,0,0,0,0,v
2019-10-22 19:12,1.451,0.027,0,0,0,0,v
2019-10-22 19:18,1.430,0.024,0,0,0,0,v
2019-10-22 19:24,1.415,0.025,0,0,0,0,v
2019-10-22 19:30,1.392,0.026,0,0,0,0,v
2019-10-22 19:36,1.378,0.024,0,0,0,0,v
2019-10-22 19:42,1.362,0.026,0,0,0,0,v
2019-10-22 19:48,1.338,0.025,0,0,0,0,v
2019-10-22 19:54,1.302,0.027,0,0,0,0,v
2019-10-22 20:00,1.274,0.027,0,0,0,0,v
2019-10-22 20:06,1.242,0.022,0,0,0,0,v
2019-10-22 20:12,1.208,0.026,0,0,0,0,v
